title|company|location|url|deadline|date_posted|match_score|score_notes|score_breakdown
Temporary Policy Officer|EUBAM Libya|Ottawa, Ontario, Canada|https://www.linkedin.com/jobs/view/4389489664|||0|Dealbreaker: location (Ottawa, Canada) not in target locations. Temporary Policy Officer at EU Delegation to Canada on foreign policy/security.|
Senior Community Investment Advisor|Airswift|Maputo, Cidade de Maputo|https://www.linkedin.com/jobs/view/4359829553|||0|Dealbreaker: location (Maputo, Mozambique) not in target locations. Senior Community Investment Advisor at oil & gas company.|
Juriste|Service de l'orientation professionnelle SOPFA - Amt für Berufsberatung BEA|Givisiez, Fribourg, Switzerland|https://www.linkedin.com/jobs/view/4388902824||2026-03-23|15|Juriste at Swiss unemployment office in Givisiez, Switzerland. Legal/administrative function not in target roles; public sector administration not related to global health or HIV/AIDS.|"{""role"": 0, ""sector"": 0, ""location"": 100, ""seniority"": 50}"
Sekretariatsleiter:in Frauenklinik - Studentjob.ch|Jobster|Bern, Berne, Switzerland|https://www.linkedin.com/jobs/view/4388940598||2026-03-23|16|Clinic secretary manager at Bern women's hospital. Medical/administrative function not in target roles; hospital sector not related to global health programme work.|"{""role"": 0, ""sector"": 0, ""location"": 100, ""seniority"": 60}"
Staatsanwältin / Staatsanwalt 100%|Direktion der Justiz und des Innern Kanton Zürich|Zurich, Zurich, Switzerland|https://www.linkedin.com/jobs/view/4388915151||2026-03-23|17|Criminal prosecutor in Zurich. Legal function not in target roles; criminal prosecution sector unrelated to HIV/AIDS, human rights or gender programme work.|"{""role"": 0, ""sector"": 0, ""location"": 100, ""seniority"": 70}"
Juriste|Etat de Fribourg - Staat Freiburg|Givisiez, Fribourg, Switzerland|https://www.linkedin.com/jobs/view/4388673345||2026-03-23|15|Juriste at Canton de Fribourg unemployment office. Legal/administrative function not in target roles; public sector administration not related to global health or international development.|"{""role"": 0, ""sector"": 0, ""location"": 100, ""seniority"": 50}"
Use of Stable coin for Cash-Based Programming in Humanitarian Contexts: Global Cash Hub, Geneva, (Remote/Home Based)|UNICEF|Geneva, Geneva, Switzerland, Remote|https://www.linkedin.com/jobs/view/4389700542|||35|Consultant for stablecoin/cash-based programming at UNICEF Geneva (remote). Switzerland location qualifies. Humanitarian cash transfer focus, not specific to HIV/AIDS, harm reduction, gender or SRHR programmes.|"{""role"": 30, ""sector"": 25, ""location"": 90, ""seniority"": 70}"
Juriste à 80%|Etat de Neuchâtel|Neuchâtel, Neuchâtel, Switzerland|https://www.linkedin.com/jobs/view/4387098681|||15|Juriste at Canton de Neuchâtel police/legal office in Switzerland. Switzerland location qualifies. Legal function at criminal justice not in target roles.|"{""role"": 0, ""sector"": 0, ""location"": 90, ""seniority"": 50}"
Sachbearbeiter/in Staatsanwaltschaft (a)|Kanton Luzern|Sursee, Lucerne, Switzerland|https://www.linkedin.com/jobs/view/4389711302|||15|Sachbearbeiter/in at Staatsanwaltschaft (public prosecutor's office) in Sursee, Switzerland. Switzerland location qualifies. Legal/administrative function at criminal justice not in target roles.|"{""role"": 0, ""sector"": 0, ""location"": 90, ""seniority"": 40}"
Activities Coordinator|Kopin|San Gwann, Malta|https://www.linkedin.com/jobs/view/4386699101||2026-03-23|39|Activities Coordinator at Maltese human rights NGO. Part-time contract in Malta (EU location partially matches). NGO sector relevant but role and part-time status only partially align.|"{""role"": 20, ""sector"": 50, ""location"": 50, ""seniority"": 60}"
CHIEF REPRESENTATIVE, SPAIN|Environmental Justice Foundation (EJF)|Madrid, Community of Madrid, Spain, Remote|https://www.linkedin.com/jobs/view/4389063947||2026-03-23|0|Dealbreaker: 'Chief' is a director-level title. Director roles are in dealbreakers. Environmental advocacy in Spain.|
Młodsza Specjalistka/Młodszy specjalista ds. organizacyjno - prawnych|PGE Polska Grupa Energetyczna|Warsaw, Mazowieckie, Poland|https://www.linkedin.com/jobs/view/4389202488||2026-03-23|0|Dealbreaker: 'Młodsza/Młodszy' = junior level. Junior roles are in dealbreakers. Energy sector legal/admin role in Warsaw.|
Beslutsfattare till tillståndsprövningen i Sundsvall|Swedish Migration Agency|Sundsvall Municipality, Västernorrland County, Sweden|https://www.linkedin.com/jobs/view/4383169090||2026-03-23|35|Decision-maker for immigration cases at Swedish Migration Agency in Sundsvall. Human rights/migration sector tangentially relevant but specific function not in target roles.|"{""role"": 30, ""sector"": 30, ""location"": 50, ""seniority"": 70}"
Court Delays Assessor|publicjobs|Dublin, County Dublin, Ireland, Remote|https://www.linkedin.com/jobs/view/4389092130||2026-03-23|35|Court delays assessor at Irish Dept of Justice in Dublin. Legal assessment function tangentially related to human rights (ECHR) but not a programme role.|"{""role"": 30, ""sector"": 30, ""location"": 50, ""seniority"": 60}"
JURISTE (H/F)|Hervé thermique|Durfort-Lacapelette, Occitanie, France|https://www.linkedin.com/jobs/view/4386684969||2026-03-23|10|Legal counsel at French thermal/construction company. Legal function and construction sector not in target roles or sectors.|"{""role"": 0, ""sector"": 0, ""location"": 50, ""seniority"": 50}"
Supply Chain Sustainability Principal or Senior Consultant|Anthesis Esp|, Remote|https://www.linkedin.com/jobs/view/4386677446||2026-03-23|44|Supply chain sustainability consultant at Anthesis. Human rights due diligence in supply chains partially aligns with profile, but supply chain focus differs from direct programme roles.|"{""role"": 30, ""sector"": 40, ""location"": 90, ""seniority"": 70}"
Associate Project Officer (P2)|OSCE|Warsaw, Mazowieckie, Poland|https://www.linkedin.com/jobs/view/4382575805|||45|Associate Project Officer at OSCE/ODIHR in Warsaw. Poland is in EU. ODIHR addresses human rights, rule of law, democratic development - partially relevant sector. Electoral reform project in Western Balkans differs from target programme roles.|"{""role"": 40, ""sector"": 40, ""location"": 50, ""seniority"": 50}"
JURISTE (H/F)|grenke|Schiltigheim, Grand Est, France|https://www.linkedin.com/jobs/view/4389216852|||0|Dealbreaker: legal counsel at leasing company (grenke) in France. Legal/financial function not in target roles.|
Juriste International H/F|TSO Rail Limited|Île-de-France, France|https://www.linkedin.com/jobs/view/4389287490|||0|Dealbreaker: international legal counsel at TSO Rail/NGE infrastructure group. Legal function at construction/infrastructure company not in target roles.|
TRABAJADOR/A SOCIAL TENERIFE|Asociación In Género. Interculturalidad, Género y Diversidad|Santa Cruz de Tenerife, Canary Islands, Spain|https://www.linkedin.com/jobs/view/4389537549|||30|Social worker for women in prostitution/human trafficking at In Género NGO in Tenerife. Gender-based violence sector partially relevant. Social work case management function differs from target programme management roles.|"{""role"": 20, ""sector"": 40, ""location"": 40, ""seniority"": 50}"
Juriste (m/f/d) à l'Administration Centrale|Stëftung Hëllef Doheem|Luxembourg, Luxembourg, Luxembourg|https://www.linkedin.com/jobs/view/4389514497|||15|HR legal counsel at home care/healthcare foundation in Luxembourg. Luxembourg is in EU. Legal/HR function and healthcare sector not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Supply Chain Sustainability Principal or Senior Consultant|Anthesis Group|Lille, Hauts-de-France, France, Remote|https://www.linkedin.com/jobs/view/4387561003|||35|Supply chain sustainability consultant at Anthesis in Lille France. EU location qualifies. Human rights due diligence in supply chains partially relevant but supply chain focus differs from direct programme roles.|"{""role"": 30, ""sector"": 40, ""location"": 50, ""seniority"": 70}"
Supply Chain Sustainability Principal or Senior Consultant|Anthesis Group|Utrecht, Utrecht, Netherlands, Remote|https://www.linkedin.com/jobs/view/4387099541|||35|Supply chain sustainability consultant at Anthesis in Utrecht Netherlands. EU location qualifies. Human rights due diligence in supply chains partially relevant but supply chain focus differs from direct programme roles.|"{""role"": 30, ""sector"": 40, ""location"": 50, ""seniority"": 70}"
Juriste déontologie notariale F/H|Chambre des notaires de Paris|Paris, Île-de-France, France|https://www.linkedin.com/jobs/view/4386360873|||0|Dealbreaker: legal/notarial ethics jurist at Paris notaries chamber. Legal function is in dealbreakers.|
Juriste contrats achats 5/8 ans|OXYGEN+|Paris, Île-de-France, France|https://www.linkedin.com/jobs/view/4388087433|||0|Dealbreaker: legal counsel for purchasing contracts at Oxygen+ law firm in Paris. Legal function is in dealbreakers.|
Integrated Social Reporting Specialist|HEINEKEN Global Shared Services|Cracow, Małopolskie, Poland|https://www.linkedin.com/jobs/view/4378886342|||15|Integrated Social Reporting Specialist at HEINEKEN Krakow. Poland is in EU. CSR/social reporting at beer company - reporting function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 50, ""seniority"": 60}"
M&O adviseur met aandachtsgebied Inzetbaarheid en Casemanagement Verzuim|Zorgnet Limburg - Startpunt voor jouw carrière|Venlo, Limburg, Netherlands|https://www.linkedin.com/jobs/view/4388961623|||15|HR/O advisor at GGZ mental health institution in Venlo Netherlands. Netherlands in EU. HR advisory function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 50, ""seniority"": 50}"
Youth Engagement Officer|Capital City College|London, England, UK|https://www.linkedin.com/jobs/view/4389590394|||20|Youth Engagement Officer at Capital City College in London UK. UK location qualifies. Education/youth work function not in target roles.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Neonatal Outreach Administrator|University Hospitals Coventry and Warwickshire (UHCW) NHS Trust|Coventry, England, UK|https://www.linkedin.com/jobs/view/4389219322|||15|Neonatal Outreach Administrator at NHS Trust in Coventry UK. UK location qualifies. Clinical/administrative function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 40}"
Youth Connections Officer|Edinburgh International Festival|Edinburgh, Scotland, UK|https://www.linkedin.com/jobs/view/4389713140|||20|Youth Connections Officer at Edinburgh International Festival. Scotland UK location qualifies. Arts/cultural youth programme function not in target sectors.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Experienced Social Workers - Community Mental Health Team|Dorset Council|Weymouth, England, UK|https://www.linkedin.com/jobs/view/4388990317|||15|Social workers for Community Mental Health Team at Dorset Council in Weymouth UK. UK location qualifies. Clinical social work function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 50}"
Programme Officer – Researcher Development|Learned Society of Wales||https://www.linkedin.com/jobs/view/4389099876|||0|Dealbreaker: location (Wales) not in target locations. Programme Officer for researcher development at Learned Society of Wales.|
Housing Options Adviser|London Borough of Merton|Morden, England, UK|https://www.linkedin.com/jobs/view/4385925207|||20|Housing Options Adviser at London Borough of Merton in Morden UK. UK location qualifies. Housing advice/homelessness prevention function not in target sectors.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Principal Research and Evaluation Officer - Impact, CSA Centre|Barnardo's|England, United Kingdom|https://www.linkedin.com/jobs/view/4389562891|||40|Principal Researcher at Barnardo's CSA Centre in UK. UK location qualifies. Violence against women and girls (child sexual abuse) sector is relevant to human rights/gender profile. Research/evaluation function differs from programme roles.|"{""role"": 30, ""sector"": 40, ""location"": 90, ""seniority"": 70}"
Housing Advisor|London Borough of Lambeth|London, England, UK|https://www.linkedin.com/jobs/view/4389401061|||20|Housing Advisor at London Borough of Lambeth UK. UK location qualifies. Housing/homelessness advice function not in target sectors.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Community Care Officer|Nottinghamshire County Council|Nottinghamshire, England, UK|https://www.linkedin.com/jobs/view/4389489039|||20|Community Care Officer at Nottinghamshire County Council UK. UK location qualifies. Social work/community care function not in target roles.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Community Care Officer|Nottinghamshire County Council|Nottinghamshire, England, UK, Remote|https://www.linkedin.com/jobs/view/4389478670|||20|Community Care Officer at Nottinghamshire County Council UK. UK location qualifies. Adult safeguarding social work function not in target roles.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Community Care Officer|Nottinghamshire County Council|Nottinghamshire, England, UK|https://www.linkedin.com/jobs/view/4389477617|||20|Community Care Officer at Nottinghamshire County Council UK. UK location qualifies. Social work/adult care function not in target roles.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Lawyer - Adults|Dorset Council UK|Dorchester, England, UK, Remote|https://www.linkedin.com/jobs/view/4389473446|||0|Dealbreaker: lawyer at Dorset Council UK. Legal function is in dealbreakers.|
Community Care Officer|Nottinghamshire County Council|Nottinghamshire, England, UK|https://www.linkedin.com/jobs/view/4389477616|||20|Community Care Officer - Continuing Healthcare at Nottinghamshire County Council UK. UK location qualifies. Health/social care coordination not in target roles.|"{""role"": 20, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Head of Regulatory Affairs - AI and P2P (100% remote)|Tether.io|, Remote|https://www.linkedin.com/jobs/view/4376514198|||0|Dealbreaker: Head of Regulatory Affairs at Tether (crypto). Head = director-tier. Also fintech/cryptocurrency sector not aligned with profile.|
Associate Group Manager, Emergency Medicine|University Hospitals Coventry and Warwickshire (UHCW) NHS Trust|Coventry, England, UK|https://www.linkedin.com/jobs/view/4389225187|||20|Associate Group Manager Emergency Medicine at NHS Trust Coventry UK. UK location qualifies. Clinical hospital operations management not in target roles.|"{""role"": 20, ""sector"": 20, ""location"": 90, ""seniority"": 60}"
Sea Survival Centre Trainer|RNLI|Poole, England, UK|https://www.linkedin.com/jobs/view/4389462817|||15|Sea Survival Centre Trainer at RNLI Poole UK. UK location qualifies. Maritime training function not in target roles.|"{""role"": 0, ""sector"": 10, ""location"": 90, ""seniority"": 60}"
Senior Business Intelligence Developer - US or UK|Mercy Corps|United Kingdom of Great Britain and Northern Ireland, United States of America|https://reliefweb.int/node/4204274|2026-04-08|2026-03-24|0|Dealbreaker: developer role is a dealbreaker keyword.|"{""role"": 0, ""sector"": 40, ""location"": 100, ""seniority"": 100}"
Deputy Director of Grants and Partnerships|International Rescue Committee|Ethiopia|https://reliefweb.int/node/4204272|2026-04-24|2026-03-24|0|Dealbreaker: director in title is a dealbreaker keyword. Ethiopia not in target locations.|"{""role"": 100, ""sector"": 50, ""location"": 0, ""seniority"": 100}"
Growth Coordinator - REMOTE|Armed Conflict Location & Event Data||https://reliefweb.int/node/4204259|2026-03-27|2026-03-24|0|Growth/business development function not in target roles. ACLED conflict data not in target sectors. Remote OK but dimensions too low.|"{""role"": 20, ""sector"": 25, ""location"": 90, ""seniority"": 60}"
VALUE-CHAIN CONSULTANT FOR SHE-GROW AFRICA PROJECT IN WEST POKOT AND TURKANA|Agency for Technical Cooperation and Development|Kenya|https://reliefweb.int/node/4204258|2026-03-31|2026-03-24|0|Dealbreaker: location (Kenya) not in target locations (EU/Remote/UK/Switzerland/Armenia/Portugal/Eastern Europe/Central Asia).|"{""role"": 20, ""sector"": 25, ""location"": 0, ""seniority"": 60}"
